scenario,dimension,sample_budget,stream_units,replicates,paired_mmd_stream_mean,paired_mmd_between_replicate_sd,standardized_effect_descriptive,terminal_union_hoeffding_radius_alpha_0_025,fixed_n_bounded_mean_required_units_approx,correct_resolution_rate,correct_resolution_wilson_95,unresolved_fraction,unresolved_wilson_95,observed_stopping_median,observed_stopping_mean,observed_stopping_p90,synthetic_validation_only,not_real_generator_evidence,not_empirical_paper_evidence,claim_allowed
near_tie,768,1000,500,1,0.00139427579457235,,,0.7893807400890932,40574217,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
near_tie,768,10000,5000,1,1.0459803312175042e-05,,,0.28087507534830775,720942257166,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
near_tie,2048,500,250,3,7.378610091049636e-05,0.0015579998425944664,0.04735950472730711,1.0707150468946334,14487664998,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
near_tie,2048,2000,1000,3,0.0001044646556439233,0.0007051836583453434,0.14813822528026416,0.5800985044903669,7227843893,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
obvious_mean_shift,16,500,250,3,-0.5865025858509244,0.0038984650443614982,-150.44449012033746,1.0707150468946334,230,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
obvious_mean_shift,16,2000,1000,3,-0.5901444392381808,0.00754422881333055,-78.22462094407895,0.5800985044903669,227,1.0,"[0.4385029682449546, 1.0]",0.0,"[0.0, 0.5614970317550454]",917.0,921.0,942.6,True,True,True,False
obvious_mean_shift,64,1000,500,1,-0.5945354055483075,,,0.7893807400890932,224,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
obvious_mean_shift,64,10000,5000,1,-0.5924292556341921,,,0.28087507534830775,225,1.0,"[0.20654931437723745, 1.0]",0.0,"[0.0, 0.7934506856227626]",891.0,891.0,891.0,True,True,True,False
obvious_mean_shift,256,500,250,3,-0.5963972099814344,0.005582465966692224,-106.83400732576564,1.0707150468946334,222,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
obvious_mean_shift,256,2000,1000,3,-0.5934685930760747,0.000820439532738874,-723.3544574514808,0.5800985044903669,224,1.0,"[0.4385029682449546, 1.0]",0.0,"[0.0, 0.5614970317550454]",910.0,911.0,913.2,True,True,True,False
obvious_mean_shift,768,1000,500,1,-0.5962025321845159,,,0.7893807400890932,222,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
obvious_mean_shift,768,10000,5000,1,-0.594072343576062,,,0.28087507534830775,224,1.0,"[0.20654931437723745, 1.0]",0.0,"[0.0, 0.7934506856227626]",911.0,911.0,911.0,True,True,True,False
obvious_mean_shift,2048,500,250,3,-0.5935410530131685,0.0014991563221709362,-395.9167194476815,1.0707150468946334,224,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
obvious_mean_shift,2048,2000,1000,3,-0.5943180971047015,0.00020105562646829302,-2955.988387613848,0.5800985044903669,224,1.0,"[0.4385029682449546, 1.0]",0.0,"[0.0, 0.5614970317550454]",907.0,907.3333333333334,907.8,True,True,True,False
rare_mode_shift,16,500,250,3,0.0125240080213457,0.028820758761569837,0.43454817150912267,1.0707150468946334,502876,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
rare_mode_shift,16,2000,1000,3,0.0006817957473572682,0.007637970770795441,0.0892639901116385,0.5800985044903669,169683238,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
rare_mode_shift,64,1000,500,1,-0.0103932052570346,,,0.7893807400890932,730212,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
rare_mode_shift,64,10000,5000,1,-0.005493724718706603,,,0.28087507534830775,2613448,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
rare_mode_shift,256,500,250,3,-0.007519417692022235,0.0031342264756334557,-2.39913029593769,1.0707150468946334,1395016,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
rare_mode_shift,256,2000,1000,3,-0.0053855083858115466,0.0016900535262018301,-3.1865904258753024,0.5800985044903669,2719532,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
rare_mode_shift,768,1000,500,1,-0.00810895406988896,,,0.7893807400890932,1199549,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
rare_mode_shift,768,10000,5000,1,-0.005248767168808342,,,0.28087507534830775,2863077,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
rare_mode_shift,2048,500,250,3,-0.0011301135651006027,0.003536987049026955,-0.31951306279492975,1.0707150468946334,61759439,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
rare_mode_shift,2048,2000,1000,3,-0.005694676782262816,0.00150502127848314,-3.783784896385178,0.5800985044903669,2432257,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
sparse_high_dimensional_shift,16,500,250,3,-0.006964770552495165,0.029979799744392275,-0.2323154461296202,1.0707150468946334,1626050,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
sparse_high_dimensional_shift,16,2000,1000,3,-0.0025310390763150534,0.002578964266076126,-0.9814168849132638,0.5800985044903669,12312602,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
sparse_high_dimensional_shift,64,1000,500,1,-0.002802314031756838,,,0.7893807400890932,10044167,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
sparse_high_dimensional_shift,64,10000,5000,1,-0.004967274919683419,,,0.28087507534830775,3196769,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
sparse_high_dimensional_shift,256,500,250,3,9.160536045534377e-05,0.0019004130804369827,0.04820286778613413,1.0707150468946334,9399521426,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
sparse_high_dimensional_shift,256,2000,1000,3,-0.0005428505031051149,0.002714636844482088,-0.19997168468723212,0.5800985044903669,267662192,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
sparse_high_dimensional_shift,768,1000,500,1,-0.0003248448896604793,,,0.7893807400890932,747472880,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
sparse_high_dimensional_shift,768,10000,5000,1,-0.000475977816121378,,,0.28087507534830775,348156169,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
sparse_high_dimensional_shift,2048,500,250,3,-0.001153960315612444,0.0009552898021818115,-1.2079688414729055,1.0707150468946334,59233279,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
sparse_high_dimensional_shift,2048,2000,1000,3,-0.00012064248274587789,0.00012237081215541717,-0.9858762937084685,0.5800985044903669,5419347326,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
symmetric_multimodal_shift,16,500,250,3,0.028301845371776723,0.038536344985088684,0.7344195559471944,1.0707150468946334,98474,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
symmetric_multimodal_shift,16,2000,1000,3,-0.021704030266632438,0.022431888427633575,-0.9675525240173495,0.5800985044903669,167443,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
symmetric_multimodal_shift,64,1000,500,1,-0.053777240788620714,,,0.7893807400890932,27275,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
symmetric_multimodal_shift,64,10000,5000,1,-0.02975466532279474,,,0.28087507534830775,89092,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
symmetric_multimodal_shift,256,500,250,3,-0.04608409891585994,0.02496774745031472,-1.8457451561285736,1.0707150468946334,37141,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
symmetric_multimodal_shift,256,2000,1000,3,-0.03113848755263346,0.008177688845290687,-3.807736897517846,0.5800985044903669,81350,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
symmetric_multimodal_shift,768,1000,500,1,-0.038499749831514024,,,0.7893807400890932,53215,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
symmetric_multimodal_shift,768,10000,5000,1,-0.02632812978920826,,,0.28087507534830775,113791,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
symmetric_multimodal_shift,2048,500,250,3,0.015005226467368826,0.047652125319817114,0.31489102252336676,1.0707150468946334,350318,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
symmetric_multimodal_shift,2048,2000,1000,3,-0.024728312242128347,0.02226410900967465,-1.11068052314076,0.5800985044903669,128991,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
tiny_mean_shift,16,500,250,3,0.01585921983685007,0.0041192259037922735,3.850048578848184,1.0707150468946334,313606,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
tiny_mean_shift,16,2000,1000,3,-0.002754569862432492,0.003985504064140602,-0.691147171876354,0.5800985044903669,10395370,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
tiny_mean_shift,64,1000,500,1,0.0008000406394539308,,,0.7893807400890932,123231979,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
tiny_mean_shift,64,10000,5000,1,0.0010914421849582496,,,0.28087507534830775,66213425,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
tiny_mean_shift,256,500,250,3,-0.0003525384943207767,0.003459345068167322,-0.10190902826226096,1.0707150468946334,634650209,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
tiny_mean_shift,256,2000,1000,3,-0.0009745106616860074,0.0018173731621484676,-0.5362193532856827,0.5800985044903669,83056635,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
tiny_mean_shift,768,1000,500,1,-0.0016519852630449163,,,0.7893807400890932,28902485,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",500.0,500.0,500.0,True,True,True,False
tiny_mean_shift,768,10000,5000,1,6.011310249577373e-05,,,0.28087507534830775,21827763129,0.0,"[0.0, 0.7934506856227626]",1.0,"[0.20654931437723745, 1.0]",5000.0,5000.0,5000.0,True,True,True,False
tiny_mean_shift,2048,500,250,3,-0.0008246430775473353,0.000324052910244126,-2.5447791131580595,1.0707150468946334,115988648,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",250.0,250.0,250.0,True,True,True,False
tiny_mean_shift,2048,2000,1000,3,-0.00010375165675769727,0.0006526373764255749,-0.15897290058061644,0.5800985044903669,7327527165,0.0,"[0.0, 0.5614970317550454]",1.0,"[0.4385029682449546, 1.0]",1000.0,1000.0,1000.0,True,True,True,False
